year,ku,kun,status,name,party,party_code,previous,wl,voteshare,age,nocand,rank,vote,eligible,turnout,exp,expm,vs,exppv,smd,party_jpn
2000,saga,2,新人,"HIGUCHI, HIROYASU",DPJ,3,0,落選,19.8,40,5,2,27929,214540,68.1,6379429,6.379429,0.198,29.73538267922066,落選,民主党
2000,saga,2,新人,"SHIBATA, HISAHIRO",SDP,9,0,落選,11.3,57,5,3,15890,214540,68.1,5756841,5.756841,0.113,26.833415680059662,落選,社民党
2000,saga,2,新人,"YAMADA, KAZUAKI",JCP,2,0,落選,4.9,56,5,4,6968,214540,68.1,362387,0.362387,0.049,1.689134893259998,落選,共産党
2000,saga,2,新人,"FUKAGAWA, YASUHIRO",jiyu-rengo,10,0,落選,2,43,5,5,2764,214540,68.1,4651464,4.651464,0.02,21.681103756875174,落選,自由連合
2000,saga,3,現職,"HORI, KOSUKE",LDP,1,8,当選,73.9,65,4,1,106757,210739,70.3,12124795,12.124795,0.7390000000000001,57.5346518679504,当選,自民党
2000,saga,3,新人,"FUJISAWA, HIROMI",DPJ,3,0,落選,18.6,31,4,2,26909,210739,70.3,7380773,7.380773,0.18600000000000003,35.023289471811104,落選,民主党
2000,saga,3,新人,"KOBA, MITSUTAKA",JCP,2,0,落選,5.7,47,4,3,8246,210739,70.3,1959066,1.959066,0.057,9.296172042194373,落選,共産党
2000,saga,3,新人,"NAKAMURA, KIYOHITO",jiyu-rengo,10,0,落選,1.7,37,4,4,2464,210739,70.3,3061818,3.061818,0.017,14.528957620563826,落選,自由連合
2000,saitama,1,新人,"TAKEMASA, KOICHI",DPJ,3,1,当選,42.7,39,4,1,105783,436241,58.2,NA,NA,0.42700000000000005,NA,当選,民主党
2000,saitama,1,現職,"MATSUNAGA, HIKARU",LDP,1,10,落選,35.2,71,4,2,87358,436241,58.2,14168265,14.168265,0.35200000000000004,32.47806831544949,落選,自民党
2000,saitama,1,新人,"YOSHINO, RYOJI",JCP,2,0,落選,14.1,67,4,3,34973,436241,58.2,2665377,2.665377,0.141,6.109872753821855,落選,共産党
2000,saitama,1,新人,"AMATATSU, TAKEO",SDP,9,0,落選,8,55,4,4,19887,436241,58.2,4129683,4.129683,0.08,9.466517360816614,落選,社民党
2000,saitama,2,現職,"SHINDO, YOSHITAKA",LDP,1,2,当選,35.3,42,4,1,82581,410189,57.9,23148244,23.148244,0.353,56.43311741660552,当選,自民党
2000,saitama,2,現職,"ISHIDA, KATSUYUKI",others,100,2,落選,34,45,4,2,79555,410189,57.9,19493380,19.49338,0.34,47.52292236018031,落選,その他
2000,saitama,2,新人,"TANIGUCHI, MASANORI",DPJ,3,0,落選,16.6,34,4,3,38816,410189,57.9,6794376,6.794376,0.166,16.564013174414722,落選,民主党
2000,saitama,2,新人,"NAGATSUKA, TOMOHIRO",JCP,2,0,落選,14.1,52,4,4,33096,410189,57.9,3248530,3.24853,0.141,7.91959316315162,落選,共産党
2000,saitama,3,現職,"HOSOKAWA, RITSUO",DPJ,3,4,当選,47,56,3,1,105054,421701,55,20471478,20.471478,0.47,48.54500700733458,当選,民主党
2000,saitama,3,現職,"IMAI, HIROSHI",LDP,1,2,落選,39.1,58,3,2,87344,421701,55,10301859,10.301859,0.391,24.429297061187903,落選,自民党
2000,saitama,3,新人,"TAMURA, TSUTOMU",JCP,2,0,落選,13.9,52,3,3,30997,421701,55,2821267,2.821267,0.139,6.690207042430537,落選,共産党
2000,saitama,4,現職,"UEDA, KIYOSHI",DPJ,3,3,当選,49.3,52,3,1,106131,397761,56.1,6962617,6.962617,0.493,17.504524073501425,当選,民主党
2000,saitama,4,新人,"HAYAKAWA, TADATAKA",LDP,1,0,落選,32.5,54,3,2,70062,397761,56.1,9348945,9.348945,0.325,23.50392572424144,落選,自民党
2000,saitama,4,新人,"AYABE, SUMIKO",JCP,2,0,落選,18.1,41,3,3,39069,397761,56.1,2774981,2.774981,0.18100000000000002,6.976503478219333,落選,共産党
2000,saitama,5,現職,"EDANO, YUKIO",DPJ,3,2,当選,45.5,36,4,1,106711,424564,56.7,NA,NA,0.455,NA,当選,民主党
2000,saitama,5,現職,"FUKUNAGA, NOBUHIKO",LDP,1,3,落選,36.8,56,4,2,86179,424564,56.7,NA,NA,0.368,NA,落選,自民党
2000,saitama,5,新人,"FUJIWARA, SACHIO",JCP,2,0,落選,14.6,70,4,3,34192,424564,56.7,3933155,3.933155,0.146,9.263986112812203,落選,共産党
2000,saitama,5,新人,"AIDA, CHIKAZU",jiyu-rengo,10,0,落選,3.1,45,4,4,7369,424564,56.7,1929942,1.929942,0.031,4.545703356855504,落選,自由連合
2000,saitama,6,新人,"OSHIMA, ATSUSHI",DPJ,3,1,当選,35.6,43,4,1,80342,394432,59,NA,NA,0.35600000000000004,NA,当選,民主党
2000,saitama,6,現職,"WAKAMATSU, KANESHIGE",CGP,5,3,復活当選,34.6,44,4,2,78000,394432,59,10571281,10.571281,0.34600000000000003,26.801276265617393,落選,公明党
2000,saitama,6,新人,"TAKAMURA, MASAKO",JCP,2,0,落選,17.8,53,4,3,40160,394432,59,3611752,3.611752,0.17800000000000002,9.156843258153497,落選,共産党
2000,saitama,6,新人,"KOBAYASHI, TOSHIHIRO",LP,18,0,落選,12,52,4,4,27032,394432,59,NA,NA,0.12,NA,落選,自由党
2000,saitama,7,現職,"NAKANO, KIYOSHI",LDP,1,2,当選,34.5,64,5,1,76366,385860,58.4,NA,NA,0.345,NA,当選,自民党
2000,saitama,7,新人,"KOMIYAMA, YASUKO",independent,99,0,落選,24.1,35,5,2,53334,385860,58.4,6638161,6.638161,0.24100000000000002,17.20354791893433,落選,無所属
2000,saitama,7,新人,"TAGAWA, HIDEAKI",DPJ,3,0,落選,17.7,41,5,3,39200,385860,58.4,NA,NA,0.177,NA,落選,民主党
2000,saitama,7,現職,"YAJIMA, TSUNEO",JCP,2,4,復活当選,16.8,68,5,4,37220,385860,58.4,5656014,5.656014,0.168,14.658202456849635,落選,共産党
2000,saitama,7,新人,"TAKAHASHI, ISAMU",SDP,9,0,落選,6.9,63,5,5,15357,385860,58.4,5838340,5.83834,0.069,15.130720986886436,落選,社民党
2000,saitama,8,新人,"KINOSHITA, ATSUSHI",DPJ,3,1,当選,28.3,55,4,1,52816,323670,58.8,9947797,9.947797,0.28300000000000003,30.734380696388296,当選,民主党
2000,saitama,8,新人,"ARAI, MASANORI",LDP,1,0,落選,27.3,44,4,2,50990,323670,58.8,8501398,8.501398,0.273,26.265634751444374,落選,自民党
2000,saitama,8,現職,"NAMIKI, MASAYOSHI",others,100,1,落選,25.9,51,4,3,48276,323670,58.8,11234350,11.23435,0.259,34.70927178916798,落選,その他
2000,saitama,8,新人,"SHIOKAWA, TETSUYA",JCP,2,1,復活当選,18.4,38,4,4,34361,323670,58.8,2519774,2.519774,0.184,7.785009423177928,落選,共産党
2000,saitama,9,現職,"ONO, MATSUSHIGE",LDP,1,2,当選,48.6,64,3,1,110836,392410,59.7,11801146,11.801146,0.486,30.073509849392217,当選,自民党
2000,saitama,9,元職,"IGARASHI, FUMIHIKO",DPJ,3,2,復活当選,36.2,51,3,2,82520,392410,59.7,11167517,11.167517,0.36200000000000004,28.458798195764633,落選,民主党
2000,saitama,9,新人,"SUGAMA, KUMIKO",JCP,2,0,落選,15.1,56,3,3,34478,392410,59.7,1765379,1.765379,0.151,4.49881246655284,落選,共産党
2000,saitama,10,現職,"YAMAGUCHI, TAIMEI",LDP,1,2,当選,49.2,51,3,1,91094,314391,60.6,14161303,14.161303,0.49200000000000005,45.04360175704775,当選,自民党
2000,saitama,10,新人,"MATSUZAKI, TETSUHISA",DPJ,3,0,落選,33.5,50,3,2,62011,314391,60.6,9305745,9.305745,0.335,29.599272879948852,落選,民主党
2000,saitama,10,新人,"MUTO, HARUKO",JCP,2,0,落選,17.4,55,3,3,32147,314391,60.6,2541350,2.54135,0.174,8.083405695455658,落選,共産党
2000,saitama,11,新人,"KOIZUMI, RYUJI",independent,99,1,当選,38.8,47,5,1,89084,359267,65.5,13532720,13.53272,0.38799999999999996,37.667584275761484,当選,無所属
2000,saitama,11,現職,"KATO, TAKUJI",LDP,1,5,落選,33.9,73,5,2,77770,359267,65.5,11406007,11.406007,0.33899999999999997,31.74799522360807,落選,自民党
2000,saitama,11,新人,"KURODA, TATSUYA",DPJ,3,0,落選,16.2,37,5,3,37286,359267,65.5,15586843,15.586843,0.162,43.385123042194245,落選,民主党
2000,saitama,11,新人,"KAKINUMA, AYAKO",JCP,2,0,落選,8.1,47,5,4,18616,359267,65.5,NA,NA,0.081,NA,落選,共産党
2000,saitama,11,新人,"OOKAWA, YUMIKO",LP,18,0,落選,3,53,5,5,6881,359267,65.5,5109357,5.109357,0.03,14.221615121900982,落選,自由党
2000,saitama,12,現職,"KOJIMA, TOSHIO",LDP,1,2,当選,48.8,60,3,1,101809,364937,59.1,16512846,16.512846,0.488,45.24848398490698,当選,自民党
2000,saitama,12,元職,"TANAMI, TANEAKI",DPJ,3,4,復活当選,41.2,67,3,2,85764,364937,59.1,10473445,10.473445,0.41200000000000003,28.699323444868565,落選,民主党
2000,saitama,12,新人,"OGIWARA, HATSUO",JCP,2,0,落選,10,46,3,3,20845,364937,59.1,NA,NA,0.1,NA,落選,共産党
2000,saitama,13,現職,"TSUCHIYA, SHINAKO",mushozokuno,98,2,当選,51.7,48,5,1,127028,442184,57.6,14930244,14.930244,0.517,33.764776654062565,当選,無所属の会
2000,saitama,13,現職,"TAKEYAMA, YURIKO",LP,18,3,復活当選,16.3,52,5,2,40035,442184,57.6,9392149,9.392149,0.163,21.240363739981547,落選,自由党
2000,saitama,13,新人,"HIMORI, FUMIHIRO",SDP,9,1,復活当選,15.7,51,5,3,38679,442184,57.6,5389914,5.389914,0.157,12.189301286342337,落選,社民党
2000,saitama,13,新人,"SATO, SHUNICHI",JCP,2,0,落選,13.6,51,5,4,33398,442184,57.6,3675684,3.675684,0.136,8.312566714308975,落選,共産党
2000,saitama,13,新人,"YAMAGUCHI, SETSUO",jiyu-rengo,10,0,落選,2.7,50,5,5,6750,442184,57.6,NA,NA,0.027000000000000003,NA,落選,自由連合
2000,saitama,14,新人,"MITSUBAYASHI, TAKASHI",LDP,1,1,当選,37.7,46,6,1,81652,384693,57.9,7443890,7.44389,0.377,19.35020912779801,当選,自民党
2000,saitama,14,新人,"NAGAMINE, MASAYUKI",DPJ,3,0,落選,21.8,65,6,2,47305,384693,57.9,5796265,5.796265,0.218,15.067248429266973,落選,民主党
2000,saitama,14,新人,"SAWAGUCHI, CHIEKO",JCP,2,0,落選,14.2,49,6,3,30779,384693,57.9,3110316,3.110316,0.142,8.085190008656253,落選,共産党
2000,saitama,14,元職,"YAMADA, EISUKE",LP,18,5,落選,13.8,55,6,4,29960,384693,57.9,11400365,11.400365,0.138,29.63496866332374,落選,自由党
2000,saitama,14,新人,"FUKUNO, SACHINAKA",independent,99,0,落選,11.7,57,6,5,25447,384693,57.9,4076563,4.076563,0.11699999999999999,10.596925340466294,落選,無所属
2000,saitama,14,新人,"SAGI, FUJIO",jiyu-rengo,10,0,落選,0.7,50,6,6,1464,384693,57.9,NA,NA,0.006999999999999999,NA,落選,自由連合
2000,shiga,1,現職,"KAWABATA, TATSUO",DPJ,3,5,当選,44.2,55,4,1,78834,281929,64.5,13763248,13.763248,0.442,48.81813506237386,当選,民主党
2000,shiga,1,現職,"MEKATA, MAKOTO",LDP,1,1,落選,37.6,58,4,2,67001,281929,64.5,13055638,13.055638,0.376,46.30824782125996,落選,自民党
2000,shiga,1,新人,"YOSHIHARA, MINORU",JCP,2,0,落選,16.7,59,4,3,29753,281929,64.5,4173538,4.173538,0.16699999999999998,14.803507266013783,落選,共産党
2000,shiga,1,新人,"KURIHARA, HIROTAKA",jiyu-rengo,10,0,落選,1.5,45,4,4,2627,281929,64.5,4167286,4.167286,0.015,14.78133146998003,落選,自由連合
2000,shiga,2,新人,"KONISHI, AKIRA",LDP,1,1,当選,45.7,50,3,1,125625,418389,66.8,10396824,10.396824,0.457,24.84965904935359,当選,自民党
2000,shiga,2,現職,"TAKEMURA, MASAYOSHI",independent,99,4,落選,42,65,3,2,115322,418389,66.8,16619877,16.619877,0.42,39.72350372500233,落選,無所属
2000,shiga,2,新人,"HIYAMA, AKIHIKO",JCP,2,0,落選,12.3,57,3,3,33660,418389,66.8,2231045,2.231045,0.12300000000000001,5.332465719701044,落選,共産党
2000,shiga,3,現職,"IWANAGA, MINEICHI",LDP,1,2,当選,43.8,58,3,1,93044,323496,66.9,12451250,12.45125,0.43799999999999994,38.48965675000618,当選,自民党
2000,shiga,3,新人,"OKUMURA, TENZO",independent,99,0,落選,42.1,55,3,2,89358,323496,66.9,17934452,17.934452,0.42100000000000004,55.43948611420234,落選,無所属
2000,shiga,3,新人,"HAYASHI, TOSHIRO",JCP,2,0,落選,14.1,55,3,3,29914,323496,66.9,2415859,2.415859,0.141,7.467971783267799,落選,共産党
2000,shimane,1,現職,"HOSODA, HIROYUKI",LDP,1,4,当選,50.9,56,4,1,74163,206478,71.8,11110496,11.110496,0.509,53.8095874621025,当選,自民党
2000,shimane,1,現職,"ISHIBASHI, DAIKICHI",DPJ,3,4,落選,25.6,68,4,2,37323,206478,71.8,10615296,10.615296,0.256,51.411268997181296,落選,民主党
2000,shimane,1,新人,"IWAMOTO, HISATO",mushozokuno,98,0,落選,17.6,57,4,3,25671,206478,71.8,9299702,9.299702,0.17600000000000002,45.03967492904813,落選,無所属の会
2000,shimane,1,新人,"YOSHIKAWA, HARUOA",JCP,2,0,落選,5.8,48,4,4,8484,206478,71.8,2429707,2.429707,0.057999999999999996,11.767389261809974,落選,共産党
2000,shimane,2,新人,"TAKESHITA, WATARU",LDP,1,1,当選,66.1,53,3,1,112774,206492,83.8,14083262,14.083262,0.6609999999999999,68.20245820661333,当選,自民党
2000,shimane,2,元職,"NISHIKOORI, ATSUSHI",DPJ,3,1,落選,29.9,54,3,2,51026,206492,83.8,15542232,15.542232,0.299,75.26796195494256,落選,民主党
2000,shimane,2,新人,"SASAKI, YOKO",JCP,2,0,落選,4,49,3,3,6857,206492,83.8,1196916,1.196916,0.04,5.79642794878252,落選,共産党
2000,shimane,3,現職,"KAMEI, HISAOKI",LDP,1,3,当選,66.1,60,3,1,93371,191241,75.9,10150996,10.150996,0.6609999999999999,53.079601131556515,当選,自民党
2000,shimane,3,新人,"DEJIMA, CHIZUKO",SDP,9,0,落選,26.3,56,3,2,37120,191241,75.9,5614310,5.61431,0.263,29.357250798730398,落選,社民党
2000,shimane,3,新人,"HIRATA, MAMORU",JCP,2,0,落選,7.6,50,3,3,10720,191241,75.9,1325374,1.325374,0.076,6.9303862665432625,落選,共産党
2000,shizuoka,1,新人,"KAMIKAWA, YOKO",independent,99,1,当選,24.2,47,6,1,58358,376886,64.9,17632010,17.63201,0.242,46.783404000148586,当選,無所属
2000,shizuoka,1,元職,"MAKINO, SEISHU",DPJ,3,2,復活当選,24,55,6,2,57786,376886,64.9,6399222,6.399222,0.24,16.9791979537579,落選,民主党
2000,shizuoka,1,現職,"OGUCHI, YOSHINORI",CGP,5,2,落選,23.2,44,6,3,55976,376886,64.9,23592255,23.592255,0.23199999999999998,62.59785452364906,落選,公明党
2000,shizuoka,1,元職,"TOTSUKA, SHINYA",LDP,1,3,落選,18.2,60,6,4,43734,376886,64.9,8264156,8.264156,0.182,21.927468783664025,落選,自民党
2000,shizuoka,1,新人,"SHIMAZU, YUKIHIRO",JCP,2,0,落選,9.8,43,6,5,23674,376886,64.9,724527,0.724527,0.098,1.9224035915369635,落選,共産党
2000,shizuoka,1,新人,"ASANO, KOSETSU",jiyu-rengo,10,0,落選,0.6,48,6,6,1327,376886,64.9,2110000,2.11,0.006,5.5985098942385765,落選,自由連合
2000,shizuoka,2,現職,"HARADA, SHOZO",LDP,1,9,当選,36.8,76,5,1,92905,384666,67.6,7096524,7.096524,0.368,18.448534572850214,当選,自民党
2000,shizuoka,2,新人,"TSUGAWA, SHOGO",DPJ,3,1,復活当選,30.3,28,5,2,76334,384666,67.6,5542878,5.542878,0.303,14.40958649841681,落選,民主党
2000,shizuoka,2,現職,"OISHI, HIDEMASA",independent,99,1,落選,18.3,36,5,3,46095,384666,67.6,4652225,4.652225,0.183,12.094193404148013,落選,無所属
2000,shizuoka,2,新人,"YOTSUYA, MEGUMI",JCP,2,0,落選,9.1,47,5,4,23009,384666,67.6,937675,0.937675,0.091,2.437634207338314,落選,共産党
2000,shizuoka,2,新人,"IKEDA, GOKYU",jiyu-rengo,10,0,落選,5.5,34,5,5,13816,384666,67.6,2743504,2.743504,0.055,7.132171806190305,落選,自由連合
2000,shizuoka,3,現職,"YANAGISAWA, HAKUO",LDP,1,6,当選,60.1,64,3,1,140242,350283,68.6,13271517,13.271517,0.601,37.88798485795771,当選,自民党
2000,shizuoka,3,新人,"SUZUKI, YASUSHI",DPJ,3,0,落選,30.7,40,3,2,71541,350283,68.6,5470870,5.47087,0.307,15.618428527790387,落選,民主党
2000,shizuoka,3,新人,"TAKANASHI, TOSHIHIRO",JCP,2,0,落選,9.2,36,3,3,21501,350283,68.6,888550,0.88855,0.092,2.536663212316898,落選,共産党
2000,shizuoka,4,現職,"MOCHIDUKI, YOSHIO",LDP,1,2,当選,57.4,53,4,1,78295,224974,62.8,20867975,20.867975,0.574,92.75727417390453,当選,自民党
2000,shizuoka,4,新人,"KAWAI, TAKEO",DPJ,3,0,落選,28.1,47,4,2,38313,224974,62.8,8928687,8.928687,0.281,39.687639460559886,落選,民主党
2000,shizuoka,4,新人,"NISHITANI, HIDETOSHI",JCP,2,0,落選,13.2,58,4,3,18028,224974,62.8,1106000,1.106,0.132,4.916123640954066,落選,共産党
2000,shizuoka,4,新人,"NIWA, YUKIO",jiyu-rengo,10,0,落選,1.2,72,4,4,1669,224974,62.8,2110000,2.11,0.012,9.378861557335515,落選,自由連合
2000,shizuoka,5,現職,"SAITO, TOSHITSUGU",LDP,1,5,当選,49.8,55,4,1,84743,286109,60.9,10570568,10.570568,0.498,36.94594717397915,当選,自民党
2000,shizuoka,5,新人,"IZUMI, AKIKO",DPJ,3,0,落選,31.8,38,4,2,54010,286109,60.9,4702356,4.702356,0.318,16.435540301074067,落選,民主党
2000,shizuoka,5,現職,"KIKUCHI, TADASU",SDP,9,1,落選,10.8,58,4,3,18345,286109,60.9,7249351,7.249351,0.10800000000000001,25.337724433694852,落選,社民党
2000,shizuoka,5,新人,"SUGITA, YASUO",JCP,2,0,落選,7.6,53,4,4,12908,286109,60.9,2054382,2.054382,0.076,7.180417253564201,落選,共産党
2000,shizuoka,6,現職,"WATANABE, SHU",DPJ,3,2,当選,53.4,38,4,1,115223,339947,64.9,9630767,9.630767,0.534,28.33020147258249,当選,民主党
2000,shizuoka,6,新人,"SAKURADA, MITSUO",LDP,1,0,落選,39.6,54,4,2,85458,339947,64.9,6300844,6.300844,0.396,18.534783363288984,落選,自民党
2000,shizuoka,6,新人,"IGUCHI, MASAHIKO",JCP,2,0,落選,6.2,45,4,3,13428,339947,64.9,1417765,1.417765,0.062,4.170547173529991,落選,共産党
2000,shizuoka,6,新人,"OOHIRA, SHIGEHISA",jiyu-rengo,10,0,落選,0.9,34,4,4,1864,339947,64.9,2110000,2.11,0.009000000000000001,6.206849891306586,落選,自由連合
2000,shizuoka,7,新人,"HOSONO, GOSHI",DPJ,3,1,当選,30.3,28,6,1,73044,361567,68.2,6298925,6.298925,0.303,17.42118334914414,当選,民主党
2000,shizuoka,7,現職,"KIBE, YOSHIAKI",LDP,1,10,落選,23.6,74,6,2,56825,361567,68.2,8766730,8.76673,0.23600000000000002,24.24648820273974,落選,自民党
2000,shizuoka,7,現職,"KURIHARA, HIROYASU",independent,99,2,落選,21.4,51,6,3,51625,361567,68.2,8216482,8.216482,0.214,22.72464577796093,落選,無所属
2000,shizuoka,7,新人,"MATSUMOTO, YOSHIHIRO",independent,99,0,落選,16.5,49,6,4,39685,361567,68.2,4836931,4.836931,0.165,13.377689335586489,落選,無所属
2000,shizuoka,7,新人,"MIYAGISHIMA, TADASHI",JCP,2,0,落選,7.6,52,6,5,18252,361567,68.2,714255,0.714255,0.076,1.9754430022651404,落選,共産党
2000,shizuoka,7,新人,"SHIRAI, SAKAE",jiyu-rengo,10,0,落選,0.5,63,6,6,1313,361567,68.2,2110000,2.11,0.005,5.835709564202485,落選,自由連合
2000,shizuoka,8,新人,"SUZUKI, YASUTOMO",DPJ,3,1,当選,46.9,42,3,1,102938,343134,65,14710075,14.710075,0.469,42.86976807894292,当選,民主党
2000,shizuoka,8,現職,"SHIONOYA, RYU",LDP,1,3,落選,43.5,50,3,2,95533,343134,65,18884319,18.884319,0.435,55.034823130322266,落選,自民党
2000,shizuoka,8,現職,"HIRAGA, TAKASHIGE",JCP,2,1,落選,9.6,46,3,3,21137,343134,65,958250,0.95825,0.096,2.7926407759067886,落選,共産党
2000,shizuoka,9,現職,"KUMAGAI, HIROSHI",DPJ,3,6,当選,46.1,60,3,1,96839,306520,69.6,13812494,13.812494,0.461,45.062292835704035,当選,民主党
2000,shizuoka,9,新人,"SUZUI, SHINICHI",LDP,1,0,落選,44.4,51,3,2,93304,306520,69.6,7911795,7.911795,0.444,25.811676236460915,落選,自民党
2000,shizuoka,9,新人,"OISHI, ETSUKO",JCP,2,0,落選,9.4,51,3,3,19826,306520,69.6,804800,0.8048,0.094,2.625603549523685,落選,共産党
2000,tochigi,1,新人,"MIZUSHIMA, HIROKO",DPJ,3,1,当選,48,32,5,1,107634,385985,59.7,8484826,8.484826,0.48,21.98226874101325,当選,民主党
2000,tochigi,1,現職,"FUNADA, HAJIME",LDP,1,7,落選,40.7,46,5,2,91411,385985,59.7,13291096,13.291096,0.40700000000000003,34.43422930942912,落選,自民党
2000,tochigi,1,新人,"YAGI, RYUJI",SDP,9,0,落選,4.7,35,5,3,10584,385985,59.7,5277166,5.277166,0.047,13.67194580100263,落選,社民党
2000,tochigi,1,新人,"NOMURA, SETSUKO",JCP,2,0,落選,4.6,47,5,4,10422,385985,59.7,1870374,1.870374,0.046,4.845716802466417,落選,共産党
2000,tochigi,1,新人,"NISHI, HIROSHI",jiyu-rengo,10,0,落選,1.9,31,5,5,4319,385985,59.7,2494668,2.494668,0.019,6.463121623897302,落選,自由連合
2000,tochigi,2,現職,"NISHIAKWA, KOYA",LDP,1,2,当選,48.1,57,3,1,77054,267083,61.5,11364384,11.364384,0.48100000000000004,42.55000879876293,当選,自民党
2000,tochigi,2,現職,"KOBAYASHI, MAMORU",DPJ,3,4,復活当選,46.3,55,3,2,74132,267083,61.5,10268850,10.26885,0.46299999999999997,38.44816030971646,落選,民主党
2000,tochigi,2,新人,"FUKUDA, MICHIO",JCP,2,0,落選,5.6,41,3,3,9006,267083,61.5,807558,0.807558,0.055999999999999994,3.0236218703549085,落選,共産党
2000,tochigi,3,現職,"WATANABE, YOSHIMI",LDP,1,2,当選,83.4,48,2,1,112358,237021,60.8,15955562,15.955562,0.8340000000000001,67.3170816088026,当選,自民党
2000,tochigi,3,新人,"MAKI, SHOZO",JCP,2,0,落選,16.6,56,2,2,22392,237021,60.8,2573591,2.573591,0.166,10.858071647659912,落選,共産党
2000,tochigi,4,現職,"SATO, TSUTOMU",LDP,1,2,当選,48.8,48,4,1,115284,381796,63.4,18002287,18.002287,0.488,47.15158618738803,当選,自民党
2000,tochigi,4,元職,"YAMAOKA, KENJI",LP,18,2,復活当選,27.9,57,4,2,65860,381796,63.4,10622863,10.622863,0.27899999999999997,27.823400454693083,落選,自由党
2000,tochigi,4,新人,"NAKAI, YUTAKA",DPJ,3,0,落選,18,43,4,3,42503,381796,63.4,7541151,7.541151,0.18,19.751781055851815,落選,民主党
2000,tochigi,4,新人,"IIZUKA, TADASHI",JCP,2,0,落選,5.3,49,4,4,12522,381796,63.4,916011,0.916011,0.053,2.3992158115852447,落選,共産党
2000,tochigi,5,現職,"MOTEGI, TOSHIMITSU",LDP,1,3,当選,63.6,44,3,1,108837,299476,59.4,18531591,18.531591,0.636,61.88005382735177,当選,自民党
2000,tochigi,5,新人,"FUKUTOMI, KENICHI",DPJ,3,0,落選,28.7,45,3,2,49171,299476,59.4,8459356,8.459356,0.287,28.247191761610278,落選,民主党
2000,tochigi,5,新人,"KAWAKAMI, HITOSHI",JCP,2,0,落選,7.7,44,3,3,13102,299476,59.4,1510673,1.510673,0.077,5.04438753021945,落選,共産党
2000,tokushima,1,現職,"SENGOKU, YOSHITO",DPJ,3,3,当選,47.3,54,4,1,60945,223310,59.1,9461772,9.461772,0.473,42.37057005955846,当選,民主党
2000,tokushima,1,新人,"OKAMOTO, YOSHIRO",LDP,1,0,落選,32.3,56,4,2,41628,223310,59.1,12053143,12.053143,0.32299999999999995,53.97493618736286,落選,自民党
2000,tokushima,1,新人,"KAMIMURA, HIDEAKI",JCP,2,0,落選,11,41,4,3,14164,223310,59.1,3449775,3.449775,0.11,15.448367739913126,落選,共産党
2000,tokushima,1,新人,"OTA, HIROMI",independent,99,0,落選,9.4,56,4,4,12068,223310,59.1,4562667,4.562667,0.094,20.431986924006985,落選,無所属
2000,tokushima,2,現職,"YAMAGUCHI, SHUNICHIB",LDP,1,4,当選,52.7,50,3,1,76746,234082,64.1,17258381,17.258381,0.527,73.72792867456704,当選,自民党
2000,tokushima,2,新人,"TAKAI, MIHO",DPJ,3,0,落選,41,28,3,2,59693,234082,64.1,5854608,5.854608,0.41,25.01092779453354,落選,民主党
2000,tokushima,2,新人,"FUJITA, HITOSHI",JCP,2,0,落選,6.2,39,3,3,9094,234082,64.1,2315930,2.31593,0.062,9.893669739663878,落選,共産党
2000,tokushima,3,新人,"GOTODA, MASAZUMI",LDP,1,1,当選,53.6,30,3,1,77301,208366,71.2,13502191,13.502191,0.536,64.80035610416287,当選,自民党
